Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,StoneArea,TotalSF,BuiltEqualRemod,Pool,TotalBath,TotalRoomsAboveGrade,TotalPorchSF,TotalOverallGrade,ConditionsScore,LotDepth,AreaLivRatio,GLQBsmtArea
45,20,RL,70.0,7945,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,5,179.0,4,506.0,465.0,1150.0,GasA,4,Y,FuseA,1150,0,0,1150,1.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1959.0,2,1.0,300.0,3,3,2,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,0.0,2300.0,1,0,2.0,7.0,0,11,3,113.5,5.479310344827586,0.0
46,120,RL,61.0,7658,Pave,None,3,Lvl,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,4,2,PConc,5,3,1,6,456.0,1,0.0,1296.0,1752.0,GasA,4,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,2,2.0,576.0,3,3,2,196,82,0,0,0,0,None,None,None,0,2,2010,WD,Normal,0.0,3504.0,1,0,3.0,8.0,278,14,3,125.54098360655738,3.2895189003436425,0.0
47,50,RL,48.0,12822,Pave,None,2,Lvl,CulDSac,2,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,6,1351.0,1,0.0,83.0,1434.0,GasA,4,Y,SBrkr,1518,631,0,2149,1.0,0.0,1,1,1,1,3,6,Typ,1,5,Attchd,2003.0,2,2.0,670.0,3,3,2,168,43,0,0,198,0,None,None,None,0,8,2009,WD,Abnorml,0.0,3583.0,1,0,2.5,7.5,409,12,3,267.125,5.860146252285192,0.0
48,20,FV,84.0,11096,Pave,None,3,Lvl,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,24.0,1,0.0,1632.0,1656.0,GasA,4,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2006.0,2,3.0,826.0,3,3,2,0,146,0,0,0,0,None,None,None,0,7,2007,WD,Normal,0.0,3312.0,1,0,2.0,9.0,146,13,3,132.0952380952381,4.470588235294118,0.0
49,190,RM,33.0,4456,Pave,None,3,Lvl,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,736.0,736.0,GasA,3,Y,SBrkr,736,716,0,1452,0.0,0.0,2,0,2,3,2,8,Typ,0,1,None,0.0,0,0.0,0.0,1,1,0,0,0,102,0,0,0,None,None,None,0,6,2009,New,Partial,0.0,2188.0,0,0,2.0,10.0,102,9,3,135.03030303030303,6.054347826086956,0.0
50,20,RL,66.0,7742,Pave,None,3,Lvl,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,4,763.0,1,0.0,192.0,955.0,GasA,4,Y,SBrkr,955,0,0,955,1.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1966.0,1,1.0,386.0,3,3,2,0,0,0,0,0,0,None,MnPrv,None,0,1,2007,WD,Normal,0.0,1910.0,1,0,2.0,7.0,0,12,3,117.3030303030303,5.773303504847129,0.0
51,60,RL,64.0,13869,Pave,None,1,Lvl,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,3,6,182.0,1,0.0,612.0,794.0,GasA,3,Y,SBrkr,794,676,0,1470,0.0,1.0,2,0,3,1,2,6,Typ,0,1,Attchd,1997.0,3,2.0,388.0,3,3,2,0,75,0,0,0,0,None,None,None,0,7,2007,WD,Normal,0.0,2264.0,1,0,2.5,8.0,75,12,3,216.703125,11.733502538071066,0.0
52,50,RM,52.0,6240,Pave,None,3,Lvl,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,2,Y,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,2,6,Typ,1,4,Detchd,1985.0,1,2.0,528.0,3,3,2,112,0,0,0,0,0,None,MnPrv,Shed,400,9,2006,WD,Normal,0.0,1632.0,0,0,1.0,7.0,112,12,3,120.0,4.642857142857143,0.0
53,90,RM,110.0,8472,Grvl,None,1,Bnk,Corner,1,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,CBlock,4,3,4,2,104.0,6,712.0,0.0,816.0,GasA,2,N,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,2,5,Typ,0,1,CarPort,1963.0,1,2.0,516.0,3,3,2,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,0.0,1632.0,1,0,2.0,6.0,106,10,1,77.01818181818182,6.36036036036036,0.0
54,20,RL,68.0,50271,Pave,None,2,Low,Inside,2,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,3,2,CBlock,5,3,4,6,1810.0,1,0.0,32.0,1842.0,GasA,3,Y,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,3,5,Typ,1,4,Attchd,1981.0,3,3.0,894.0,3,3,2,857,72,0,0,0,0,None,None,None,0,11,2006,WD,Normal,0.0,3684.0,0,0,2.5,5.5,929,14,3,739.2794117647059,18.37390350877193,0.0
55,80,RL,60.0,7134,Pave,None,3,Bnk,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,384.0,1,0.0,0.0,384.0,GasA,2,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,2,6,Min1,1,3,Detchd,1962.0,1,2.0,572.0,3,3,2,0,50,0,0,0,0,None,MnPrv,None,0,2,2007,WD,Normal,0.0,1744.0,1,0,1.0,7.0,50,10,3,118.9,3.6925465838509317,0.0
56,20,RL,100.0,10175,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,2,2,CBlock,3,3,1,4,490.0,1,0.0,935.0,1425.0,GasA,3,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,2,7,Typ,1,4,Attchd,1964.0,2,2.0,576.0,3,3,2,0,0,0,407,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2850.0,1,0,2.0,9.0,407,11,3,101.75,5.084957521239381,0.0
57,160,FV,24.0,2645,Pave,Pave,3,Lvl,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,3,2,PConc,4,3,1,6,649.0,1,0.0,321.0,970.0,GasA,4,Y,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,3,7,Typ,0,1,Attchd,1999.0,3,2.0,480.0,3,3,2,115,0,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,0.0,2709.0,0,0,3.5,9.5,115,13,3,110.20833333333333,1.807928913192071,0.0
58,60,RL,89.0,11645,Pave,None,2,Lvl,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,860.0,860.0,GasA,4,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,3,7,Typ,0,1,Attchd,2004.0,2,2.0,565.0,3,3,2,0,70,0,0,0,0,None,None,None,0,8,2006,WD,Normal,0.0,2580.0,1,0,2.5,9.5,70,12,3,130.8426966292135,8.171929824561403,0.0
59,60,RL,66.0,13682,Pave,None,1,HLS,CulDSac,2,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,4,2,PConc,5,3,4,1,0.0,1,0.0,1410.0,1410.0,GasA,4,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,3,10,Typ,1,4,BuiltIn,2006.0,3,3.0,641.0,3,3,2,192,0,37,0,0,0,None,None,None,0,10,2006,New,Partial,0.0,4355.0,1,0,3.5,13.5,229,15,3,207.3030303030303,6.6192549588776,0.0
60,20,RL,60.0,7200,Pave,None,3,Bnk,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,3,5,632.0,1,0.0,148.0,780.0,GasA,4,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,2,4,Typ,0,1,Detchd,1973.0,1,1.0,352.0,3,3,2,196,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,0.0,1560.0,1,0,1.0,5.0,196,12,3,120.0,6.360424028268551,0.0
61,20,RL,63.0,13072,Pave,None,3,Lvl,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,5,941.0,1,0.0,217.0,1158.0,GasA,4,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,3,5,Typ,0,1,Detchd,2006.0,1,2.0,576.0,3,3,2,0,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,0.0,2316.0,1,0,2.5,6.5,50,11,1,207.4920634920635,7.538638985005767,0.0
62,75,RM,60.0,7200,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,2,1,1,0.0,1,0.0,530.0,530.0,GasA,2,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,1,6,Typ,0,1,Detchd,1935.0,1,1.0,288.0,3,3,0,0,0,144,0,0,0,None,None,None,0,3,2007,WD,Normal,0.0,1641.0,0,0,1.0,7.0,144,12,3,120.0,8.285385500575375,0.0
63,120,RL,44.0,6442,Pave,None,2,Lvl,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,3,2,PConc,4,4,2,6,24.0,1,0.0,1346.0,1370.0,GasA,4,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,3,6,Typ,1,4,Attchd,2006.0,2,2.0,484.0,3,3,2,120,49,0,0,0,0,None,None,None,0,10,2007,WD,Normal,178.0,2740.0,1,0,2.0,8.0,169,13,3,146.4090909090909,3.4746494066882416,0.0
64,70,RM,50.0,10300,Pave,None,2,Bnk,Inside,2,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,3,Y,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,2,9,Typ,0,1,Detchd,1990.0,1,2.0,480.0,3,3,2,12,11,64,0,0,0,None,GdPrv,None,0,4,2010,WD,Normal,0.0,2286.0,0,0,2.0,11.0,87,13,0,206.0,7.4529667149059335,0.0
65,60,RL,70.0,9375,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,2,2,PConc,4,3,1,6,739.0,1,0.0,318.0,1057.0,GasA,4,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,3,8,Typ,0,1,Attchd,1998.0,2,2.0,645.0,3,3,2,576,36,0,0,0,0,None,GdPrv,None,0,2,2009,WD,Normal,0.0,3091.0,0,0,3.5,10.5,612,12,3,133.92857142857142,5.508225616921269,0.0
66,60,RL,76.0,9591,Pave,None,3,Lvl,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,3,2,PConc,5,3,3,1,0.0,1,0.0,1143.0,1143.0,GasA,4,Y,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,3,9,Typ,1,4,BuiltIn,2004.0,2,3.0,852.0,3,3,2,192,151,0,0,0,0,None,None,None,0,10,2007,WD,Normal,0.0,3616.0,0,0,2.5,11.5,343,13,3,126.19736842105263,4.807518796992481,0.0
67,20,RL,73.0,19900,Pave,None,3,Lvl,Inside,2,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,2,2,CBlock,4,3,4,6,912.0,1,0.0,1035.0,1947.0,GasA,2,Y,SBrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,2,7,Min1,1,4,Attchd,1970.0,2,2.0,576.0,3,3,2,301,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,0.0,4154.0,0,0,3.0,9.0,301,12,4,272.6027397260274,7.150556952928494,0.0
68,20,RL,72.0,10665,Pave,None,2,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,3,2,PConc,4,3,3,6,1013.0,1,0.0,440.0,1453.0,GasA,4,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,3,7,Typ,0,1,Attchd,2003.0,2,2.0,558.0,3,3,2,144,29,0,0,0,0,None,None,None,0,6,2007,WD,Normal,0.0,2932.0,1,0,3.0,9.0,173,12,3,148.125,5.235640648011782,0.0
69,30,RM,47.0,4608,Pave,None,3,Lvl,Corner,2,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,2,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,2,4,Typ,0,1,Attchd,1945.0,1,1.0,220.0,3,3,2,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,0.0,1494.0,0,0,1.0,5.0,0,10,1,98.04255319148936,4.765253360910031,0.0
70,50,RL,81.0,15593,Pave,None,3,Lvl,Corner,2,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,3,2,CBlock,3,3,1,4,603.0,1,0.0,701.0,1304.0,GasW,2,Y,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,2,7,Typ,1,3,Attchd,1953.0,3,2.0,667.0,3,3,2,0,21,114,0,0,0,None,None,None,0,7,2006,WD,Normal,0.0,3591.0,1,0,2.0,9.0,135,11,3,192.50617283950618,7.911212582445459,0.0
71,20,RL,95.0,13651,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,2,3,CBlock,4,3,4,5,1880.0,1,0.0,343.0,2223.0,GasA,4,Y,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,2,8,Typ,2,4,Attchd,1973.0,3,2.0,516.0,3,3,2,300,0,0,0,0,0,None,None,None,0,2,2007,WD,Normal,0.0,4446.0,1,0,3.0,10.0,300,13,3,143.69473684210527,4.983935742971887,0.0
72,20,RL,69.0,7599,Pave,None,3,Lvl,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,5,565.0,1,0.0,280.0,845.0,GasA,2,Y,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,2,4,Typ,0,1,Detchd,1987.0,1,2.0,360.0,3,3,2,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,0.0,1690.0,0,0,2.0,5.0,0,10,3,110.1304347826087,6.306224066390041,0.0
73,60,RL,74.0,10141,Pave,None,2,Lvl,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,2,PConc,4,3,1,1,0.0,1,0.0,832.0,832.0,GasA,3,Y,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,2,7,Typ,1,3,Attchd,1998.0,3,2.0,427.0,3,3,2,0,94,0,0,291,0,None,None,None,0,12,2009,WD,Normal,0.0,2550.0,1,0,2.5,9.5,385,12,3,137.04054054054055,7.729420731707317,0.0
74,20,RL,85.0,10200,Pave,None,3,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,2,2,CBlock,3,3,1,5,320.0,4,362.0,404.0,1086.0,GasA,3,Y,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1989.0,1,2.0,490.0,3,3,2,0,0,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,0.0,2172.0,0,0,2.0,7.0,0,12,3,120.0,6.472081218274112,0.0
75,50,RM,60.0,5790,Pave,None,3,Lvl,Corner,2,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,840.0,840.0,GasA,3,N,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,2,8,Typ,0,1,Detchd,1915.0,1,1.0,379.0,3,3,2,0,0,202,0,0,0,None,None,None,0,5,2010,WD,Normal,0.0,2445.0,0,0,2.0,10.0,202,9,3,96.5,4.7497949138638225,0.0
76,180,RM,21.0,1596,Pave,None,3,Lvl,Inside,2,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,4,6,462.0,1,0.0,0.0,462.0,GasA,2,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,2,5,Typ,0,1,BuiltIn,1973.0,1,1.0,297.0,3,3,2,120,101,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,0.0,1450.0,1,0,2.0,6.0,221,9,3,76.0,1.9392466585662211,0.0
77,20,RL,73.0,8475,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,228.0,1,0.0,724.0,952.0,GasA,4,Y,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,2,4,Typ,0,1,Detchd,1956.0,1,1.0,283.0,3,3,2,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,1904.0,1,0,1.0,5.0,0,11,3,116.0958904109589,6.862348178137652,0.0
78,50,RM,50.0,8635,Pave,None,3,Lvl,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,336.0,6,41.0,295.0,672.0,GasA,2,Y,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,2,6,Min1,0,1,Detchd,1948.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,0.0,1957.0,0,0,2.0,7.0,0,10,3,172.7,6.581554878048781,0.0
79,90,RL,72.0,10778,Pave,None,3,Lvl,Inside,2,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1768.0,1768.0,GasA,2,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,2,8,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,0.0,3536.0,1,0,2.0,10.0,0,9,3,149.69444444444446,6.096153846153846,0.0
80,50,RM,60.0,10440,Pave,Grvl,3,Lvl,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,440.0,440.0,GasA,3,Y,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,2,5,Typ,0,1,Detchd,1966.0,1,2.0,440.0,3,3,2,74,0,128,0,0,0,None,MnPrv,None,0,5,2009,WD,Normal,0.0,1670.0,0,0,1.5,6.5,202,11,3,174.0,9.304812834224599,0.0
81,60,RL,100.0,13000,Pave,None,3,Lvl,Corner,2,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,2,3,CBlock,4,3,1,3,448.0,1,0.0,448.0,896.0,GasA,2,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,3,8,Typ,1,4,Attchd,1968.0,3,1.0,509.0,3,3,2,0,72,0,0,252,0,None,None,None,0,6,2009,WD,Normal,0.0,3038.0,1,0,2.5,10.5,324,12,3,130.0,7.68775872264932,0.0
82,120,RM,32.0,4500,Pave,None,3,Lvl,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,2,3,PConc,5,4,1,6,1201.0,1,0.0,36.0,1237.0,GasA,4,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,Typ,0,1,Attchd,1998.0,3,2.0,405.0,3,3,2,0,199,0,0,0,0,None,None,None,0,3,2006,WD,Normal,0.0,2574.0,1,0,3.0,7.0,199,11,3,140.625,2.5832376578645238,0.0
83,20,RL,78.0,10206,Pave,None,3,Lvl,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,2,2,PConc,4,3,1,6,33.0,1,0.0,1530.0,1563.0,GasA,4,Y,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,3,6,Typ,1,4,Attchd,2007.0,2,3.0,758.0,3,3,2,144,99,0,0,0,0,None,None,None,0,10,2008,WD,Normal,468.0,3126.0,1,0,2.0,8.0,243,13,3,130.84615384615384,4.397242567858681,0.0
84,20,RL,80.0,8892,Pave,None,2,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1065.0,1065.0,GasA,3,Y,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,2,6,Typ,0,1,Detchd,1974.0,1,2.0,461.0,3,3,2,74,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,0.0,2130.0,1,0,1.5,7.5,74,10,3,111.15,5.826998689384011,0.0
85,80,RL,64.0,8530,Pave,None,2,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,2,2,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,3,Y,SBrkr,804,670,0,1474,0.0,0.0,2,1,3,1,2,7,Typ,1,3,BuiltIn,1995.0,3,2.0,400.0,3,3,2,120,72,0,0,0,0,None,None,Shed,700,5,2009,WD,Normal,0.0,1858.0,0,0,2.5,9.5,192,12,3,133.28125,7.084717607973422,0.0
86,60,RL,121.0,16059,Pave,None,3,Lvl,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,3,2,CBlock,4,3,1,1,0.0,1,0.0,1288.0,1288.0,GasA,4,Y,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,3,9,Typ,1,3,Attchd,1991.0,1,2.0,462.0,3,3,2,127,82,0,0,0,0,None,None,None,0,4,2006,WD,Normal,0.0,3705.0,0,0,2.5,11.5,209,13,3,132.71900826446281,9.108905275099263,0.0
87,60,RL,122.0,11911,Pave,None,1,Lvl,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,684.0,684.0,GasA,4,Y,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,3,6,Typ,1,4,BuiltIn,2005.0,3,2.0,400.0,3,3,2,100,38,0,0,0,0,None,None,None,0,3,2009,WD,Normal,0.0,2244.0,1,0,2.5,8.5,138,11,3,97.6311475409836,10.988007380073801,0.0
88,160,FV,40.0,3951,Pave,Pave,3,Lvl,Corner,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,2,PConc,4,3,3,1,0.0,1,0.0,612.0,612.0,GasA,4,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,3,4,Typ,0,1,Detchd,2009.0,2,2.0,528.0,3,3,2,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,76.0,1836.0,1,0,2.5,6.5,234,11,3,98.775,3.4657894736842105,0.0
89,50,C (all),105.0,8470,Pave,None,2,Lvl,Corner,2,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,1,1,CBlock,3,2,1,1,0.0,1,0.0,1013.0,1013.0,GasA,2,N,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,1,6,Typ,0,1,None,0.0,0,0.0,0.0,1,1,0,0,0,156,0,0,0,None,MnPrv,None,0,10,2009,ConLD,Abnorml,0.0,2026.0,0,0,1.0,7.0,156,5,0,80.66666666666667,8.361303060217177,0.0
90,20,RL,60.0,8070,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,588.0,1,0.0,402.0,990.0,GasA,4,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,2,5,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,0.0,1980.0,0,0,2.0,6.0,0,9,3,134.5,8.151515151515152,0.0
